language,method,GridSize,boundary,ic,dt_out,timepoint,mass,pathname
Julia,NMG,64,periodic,50p,10,2,-7.872351752940261,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
Julia,NMG,128,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_25p_mass.csv
Julia,NMG,128,neumann,25p,10,1,177.14262686220354,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_25p_mass.csv
Julia,NMG,128,neumann,25p,10,2,186.42564671890068,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_25p_mass.csv
Julia,SAV,64,neumann,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_mass.csv
Julia,SAV,64,neumann,50p,10,1,-1.4210854715202004e-14,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_mass.csv
Julia,SAV,64,neumann,50p,10,2,-1.056932319443149e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_mass.csv
Julia,SAV,512,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,SAV,512,neumann,25p,10,1,2.1827872842550278e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,SAV,512,neumann,25p,10,2,3.637978807091713e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,SAV,256,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,SAV,256,periodic,25p,10,1,-3.637978807091713e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,SAV,256,periodic,25p,10,2,3.637978807091713e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,NMG,256,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,NMG,256,neumann,25p,10,1,7438.719160348883,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,NMG,256,neumann,25p,10,2,8168.702353293869,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,SAV,256,periodic,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_75p_mass.csv
Julia,SAV,256,periodic,75p,10,1,1.4551915228366852e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_75p_mass.csv
Julia,SAV,256,periodic,75p,10,2,3.637978807091713e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_75p_mass.csv
