simulation,language,nx,gam,dt,tol,max_it,max_it_CH,time_passed (sec)
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8201.76763563
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8074.880137384
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8318.033307286
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8334.688361436
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8336.739116947
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8339.315859862
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8353.095551073
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8366.111292908
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8344.792099964
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8379.536963823
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8203.845537037
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8436.737503098
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8430.629838607
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8369.96755524
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8376.574764803
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8481.881520458
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8487.837824757
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8362.747837995
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8371.805777789
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8566.462464977
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8373.024104656
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8474.410003821
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8418.067555301
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8661.657955155
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8493.608186604
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8555.46716064
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8458.449884608
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8666.493828852
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8678.738751055
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8807.290341779
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8804.310912093
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8964.761287687
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9002.904383806
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9078.415222986
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9213.194324697
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9078.604177372
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9301.283659046
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9379.5470372
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9453.635685468
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9531.390710896
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9567.860711097
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9773.855733637
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9746.553623938
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,687.03134749
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,692.461847322
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,711.176114071
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,722.086279704
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,735.519231266
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,869.612729103
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,951.601405843
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,999.803113655
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1087.37186143
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1101.877384669
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1130.24632128
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1168.299008079
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1173.373465928
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1021.486592324
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1173.039319664
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1202.870942568
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1216.041023179
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1218.124952167
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1220.826989079
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1377.935703496
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1461.964436218
CPC_geometry_e_0.0075_monse_quant,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1464.414552338
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,6781.533700015
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,6983.416580451
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,6995.470943723
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,7201.47791096
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,7292.736374126
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,7637.744299725
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,8128.876646748
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,8093.465898025
CPC_geometry_domain_0_2_e_0.01,Julia,512,0.01,1.52587890625e-6,1.0e-5,19661,10000,8659.55027692
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,5766.893545974
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,5747.131633375
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,5851.87191372
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,5951.749738432
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,6401.896143871
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,6589.289735334
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,7109.207141553
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,7107.617191288
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,7191.552493062
CPC_geometry_domain_0_2_e_0.005,Julia,512,0.005,1.52587890625e-6,1.0e-5,19661,10000,7350.671444493
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8277.840771199
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8330.6516386
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8372.038149277
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8447.176479917
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8494.959040822
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8585.370521407
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8741.748165991
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8761.396898194
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,8939.34894401
CPC_geometry_domain_0_2_e_0.008,Julia,512,0.008,1.52587890625e-6,1.0e-5,19661,10000,9054.367468958
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2214.014529213
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2846.672521828
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3003.03336583
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2986.446397882
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2990.368855127
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3023.608176016
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2856.39664966
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3090.428299288
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2811.417383208
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3088.292591872
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2910.862399875
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2957.783812519
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3111.305040462
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2964.825891236
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2936.827916231
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3091.916967529
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2905.267866572
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2877.655527208
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2990.793155349
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3082.04380277
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3124.259715077
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3168.851155533
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3051.077234214
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3165.804548428
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3130.037609891
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3143.161496654
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,2985.974275128
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3042.394956883
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3020.523470273
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3256.091164916
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3289.220628243
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3048.613460384
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3160.124623437
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3071.749484431
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3366.361922971
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3152.75905837
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3250.213668229
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3443.065736812
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3404.375221049
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3396.060848528
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3404.278902537
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3567.493394957
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3560.519354291
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3730.180064617
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3873.765794991
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3929.142929633
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3943.706041137
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3928.150178587
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4011.055052451
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4041.873052068
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3876.426458741
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4024.068047825
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4035.434861335
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4039.002216199
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4019.522423885
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4095.561775101
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4399.168183147
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4503.284815934
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4539.571486505
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4541.024459394
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4521.849023086
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4497.256088134
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4632.412154748
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4532.426383209
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4643.63167075
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4535.697563445
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4622.158663188
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4623.043199725
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4748.923513422
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4680.073640407
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4784.601505965
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4687.372612716
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4810.125559134
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4844.339696289
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4737.966568392
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4768.610802407
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4708.31266317
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4784.755848061
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4697.010278423
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,7069.88898142
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8186.365818241
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4264.091023145
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4442.584635812
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4327.698950015
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4522.736659886
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4579.008080021
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,4853.555996929
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8435.803686647
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,9423.312552038
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8479.093141278
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8741.050520679
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3073.986471189
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3191.90109531
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3216.962052822
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3233.868526952
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3180.636187791
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3174.170447307
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3242.278306035
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3299.303427002
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3337.306872402
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3338.515789014
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3318.964626967
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,3427.032862985
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,5924.396335639
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6177.827326652
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6231.399108953
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6311.475466322
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6313.239360772
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6402.062659165
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6495.730265784
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6633.157234835
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6579.090139265
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6702.627119656
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6814.867101927
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,6722.507226458
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8309.92578679
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8813.989408638
CPC_geometry_domain_0_2_e_0.0067,Julia,512,0.0067,1.52587890625e-6,1.0e-5,19661,10000,8920.448644726
CPC_geometry_domain_0_2_e_0.0067_t_0.04,Julia,512,0.0067,1.52587890625e-6,1.0e-5,26214,10000,2824.127872172
CPC_geometry_domain_0_2_e_0.0067_t_0.04,Julia,512,0.0067,1.52587890625e-6,1.0e-5,26214,10000,3428.537612466
CPC_geometry_domain_0_2_e_0.0067_t_0.04,Julia,512,0.0067,1.52587890625e-6,1.0e-5,26214,10000,3463.373991856
CPC_geometry_domain_0_2_e_0.0067_t_0.04,Julia,512,0.0067,1.52587890625e-6,1.0e-5,26214,10000,3452.286511094
CPC_geometry_domain_0_2_e_0.0067_t_0.04,Julia,512,0.0067,1.52587890625e-6,1.0e-5,26214,10000,4234.113676659
